Name,IC Number,Gender,Date,Time,State
Johnny Ellis,008-44-1543,Male,4/19/2021,1:41 AM,Kedah
Tyler Freeburn,672-25-5330,Male,2/14/2021,12:41 AM,Sabah
Benny Allwood,623-64-3521,Male,3/27/2021,4:09 PM,Malacca
Maxwell Campbell,201-28-6808,Female,4/26/2021,7:37 PM,Perlis
Kurt Allington,728-41-0624,Female,8/15/2021,5:26 AM,Penang
Ron Little,168-75-2774,Female,6/11/2021,6:45 AM,Pahang
Sebastian Stone,366-10-5251,Male,5/31/2021,10:40 PM,Perlis
Liam Clarkson,041-85-8386,Male,2/14/2021,5:38 AM,Selangor
Michael Plant,310-21-7120,Male,11/19/2021,11:09 AM,Terengganu
Denis Burnley,402-63-8560,Female,1/9/2021,3:40 AM,Sabah
Alan Collins,532-01-3764,Male,12/29/2021,4:34 PM,Sabah
Michael Pearson,027-01-6734,Male,8/8/2021,1:37 AM,Pahang
Alexander Verdon,470-55-7230,Male,3/15/2021,8:01 AM,Sarawak
Tom Henderson,023-04-8368,Male,5/7/2021,7:23 PM,Selangor
Ryan Ward,333-88-2565,Male,12/19/2021,2:32 PM,Terengganu
Hayden Upsdell,187-85-0545,Male,8/15/2021,10:09 PM,Kedah
Denis Collins,233-77-8817,Male,3/4/2021,12:56 PM,Sarawak
Carter Jordan,053-43-7553,Female,2/13/2021,10:08 AM,Malacca
Julian White,624-61-4441,Female,5/27/2021,12:18 AM,Terengganu
John Nash,460-64-3807,Male,3/20/2021,8:49 PM,Perak
Javier Norman,136-08-4637,Female,12/5/2021,9:57 AM,Kedah
Logan Gavin,351-60-0314,Female,9/20/2021,7:34 AM,Selangor
Javier Sherry,822-60-8747,Female,4/20/2021,12:23 PM,Negeri Sembilan
Mark Mills,301-23-8203,Male,4/9/2021,8:56 PM,Perlis
Rick Wood,563-44-4371,Female,5/24/2021,1:25 AM,Negeri Sembilan
Benny Shields,440-10-3553,Male,5/1/2021,6:46 PM,Kedah
Rocco Hale,137-43-7174,Male,2/20/2021,8:21 AM,Johor
Liam Ralph,670-15-7625,Female,6/19/2021,3:36 AM,Johor
Luke Tyler,831-54-5133,Female,5/22/2021,6:21 PM,Sabah
Nathan Leigh,766-20-7126,Male,7/30/2021,8:31 PM,Selangor
Benjamin Mould,120-70-7532,Female,7/19/2021,11:20 AM,Malacca
Kieth Ralph,657-46-5087,Male,10/4/2021,1:29 PM,Sabah
Caleb Underhill,470-30-7631,Female,7/5/2021,6:18 AM,Kelantan
Oliver Wood,337-25-3287,Female,8/25/2021,5:02 PM,Sabah
Jayden Mason,562-18-1721,Male,11/13/2021,5:09 AM,Kedah
Peter Hammond,337-14-3742,Female,5/19/2021,12:08 PM,Selangor
Chad Russell,567-47-1247,Male,5/25/2021,8:56 AM,Selangor
Tom Thatcher,814-56-2860,Male,3/17/2021,1:36 AM,Kelantan
Owen Brock,338-45-4211,Female,5/28/2021,6:55 AM,Selangor
Daron Harper,751-72-5523,Male,8/5/2021,11:04 AM,Sabah
Benjamin Rosenbloom,737-40-8176,Female,5/19/2021,6:42 PM,Selangor
Fred Waterhouse,747-17-2777,Female,1/26/2021,8:15 AM,Perak
Lucas Eaton,621-86-8063,Female,11/6/2021,10:18 PM,Terengganu
Nathan Noach,742-57-4534,Male,4/4/2021,1:14 PM,Malacca
Enoch Latham,431-64-8138,Female,12/24/2021,8:18 PM,Malacca
Nathan Flett,855-53-7630,Male,5/24/2021,2:52 AM,Penang
Jack Dann,402-26-2468,Female,11/14/2021,2:09 PM,Pahang
Aiden Dann,775-35-5573,Male,10/28/2021,7:19 AM,Sarawak
Hank Weldon,184-21-6346,Female,7/4/2021,3:51 PM,Negeri Sembilan
Josh Thomas,450-34-1127,Female,7/1/2021,1:10 AM,Malacca
Barry Stewart,622-02-6354,Male,11/8/2021,10:47 AM,Negeri Sembilan
Jayden Murphy,870-56-8256,Male,11/11/2021,4:23 PM,Pahang
Julian Cork,385-04-0553,Female,5/20/2021,7:23 AM,Sabah
Chester Noach,668-52-7863,Male,1/11/2021,8:36 AM,Pahang
Harry Gates,204-62-0730,Male,8/12/2021,2:22 PM,Kedah
Julian Walton,803-36-2686,Male,1/2/2021,11:52 AM,Pahang
Roger Hill,303-86-8562,Female,7/31/2021,2:22 AM,Malacca
Chester Connell,215-06-1414,Male,6/10/2021,9:21 PM,Kelantan
Barney Plant,433-66-1634,Male,1/25/2021,6:58 PM,Perlis
Bart Robinson,671-26-6810,Male,5/31/2021,4:18 AM,Pahang
Erick Holmes,873-65-4013,Male,7/5/2021,6:27 AM,Sarawak
Alexander Nicholls,465-75-3156,Male,11/16/2021,5:31 PM,Pahang
Erick Hewitt,568-05-8287,Male,6/16/2021,4:48 PM,Selangor
Anthony Allen,675-77-0448,Male,4/12/2021,5:51 PM,Negeri Sembilan
Liam Oliver,713-22-2006,Female,2/26/2021,6:12 AM,Selangor
Erick Ranks,871-83-5888,Male,7/25/2021,4:30 AM,Malacca
Nick Gaynor,201-15-8145,Male,7/30/2021,5:20 AM,Kelantan
Tyler Price,685-76-0106,Female,2/19/2021,1:45 AM,Johor
Boris Osmond,278-84-8381,Female,3/4/2021,12:22 PM,Penang
William Poole,803-63-1415,Female,11/18/2021,1:46 PM,Sarawak
Rocco Webster,438-84-1643,Female,11/5/2021,12:15 PM,Sarawak
Manuel Rigg,572-07-0885,Male,10/18/2021,11:47 AM,Penang
Rocco Weston,170-55-1304,Female,4/27/2021,3:49 PM,Terengganu
Fred Ross,740-46-7004,Male,9/27/2021,5:27 AM,Penang
Bob Addis,024-20-4178,Female,10/31/2021,10:06 PM,Johor
Jack Noach,015-81-4433,Male,4/17/2021,1:16 PM,Sarawak
Harvey Torres,488-80-0523,Female,8/16/2021,8:16 PM,Johor
Phillip Ranks,564-82-6037,Female,12/3/2021,3:01 PM,Sabah
Josh Truscott,016-07-6168,Female,4/20/2021,8:58 AM,Malacca
Oliver Harvey,406-41-3822,Female,7/24/2021,8:50 PM,Sarawak
Josh Dixon,755-47-6720,Male,2/14/2021,10:35 PM,Perlis
Maxwell Todd,666-35-2641,Female,6/1/2021,1:00 AM,Penang
Roger Preston,253-48-0482,Male,8/7/2021,8:04 PM,Kelantan
Carl Tyler,886-51-7485,Female,8/19/2021,6:52 AM,Perak
Sebastian Stanton,857-07-4518,Male,4/29/2021,4:55 PM,Terengganu
Anthony Jacobs,528-56-5551,Female,2/14/2021,8:31 PM,Kelantan
Liam Graham,632-13-1558,Female,1/13/2021,7:26 PM,Selangor
Kieth Evans,641-07-3173,Male,11/29/2021,3:25 PM,Perlis
David Rust,240-55-6000,Female,5/16/2021,2:03 AM,Penang
Chadwick Bailey,461-12-2410,Female,7/3/2021,2:28 AM,Johor
Roger Graham,284-11-0853,Male,7/31/2021,10:22 PM,Terengganu
Rick Tanner,067-84-3785,Male,4/3/2021,1:00 PM,Penang
Michael Olivier,578-12-7210,Male,2/20/2021,3:12 PM,Malacca
Chester Purvis,742-43-4833,Female,3/16/2021,9:49 PM,Sarawak
Nick Thomson,441-78-8487,Female,8/17/2021,1:40 PM,Sabah
Nate Stone,648-36-7363,Female,1/11/2021,4:38 AM,Perlis
Russel Woodcock,585-61-5431,Female,3/24/2021,4:24 AM,Kedah
Barney Poulton,305-62-4230,Male,11/13/2021,8:41 AM,Johor
Ramon Judd,187-55-5102,Female,4/29/2021,10:58 PM,Terengganu
Carl Clark,183-27-5276,Female,12/26/2021,6:06 PM,Selangor
Ethan Yoman,724-48-0736,Female,1/21/2021,10:20 AM,Selangor
Cedrick Durrant,443-24-8717,Female,3/19/2021,6:41 PM,Penang
Nick Wills,888-23-1136,Female,12/1/2021,4:15 AM,Perak
Kieth Martin,757-86-6155,Female,5/30/2021,9:01 AM,Malacca
Mason Ring,122-64-0053,Female,6/23/2021,1:19 AM,Sabah
Eduardo Maxwell,074-73-6072,Female,5/9/2021,12:13 PM,Kelantan
Percy Shelton,158-84-3326,Female,5/16/2021,5:48 PM,Kedah
Matt Casey,181-17-3840,Female,8/16/2021,1:53 PM,Negeri Sembilan
Julian Weasley,508-52-6863,Female,7/7/2021,6:47 PM,Pahang
Chadwick Whinter,586-83-0118,Male,10/26/2021,3:31 AM,Sarawak
Henry Holmes,630-64-7460,Male,7/3/2021,5:41 AM,Kedah
Ron Andrews,466-78-3662,Female,3/12/2021,2:10 PM,Terengganu
Ron Long,712-85-5887,Female,2/10/2021,9:54 AM,Selangor
Harvey Flack,702-05-1454,Male,5/17/2021,8:50 AM,Perak
Harvey Gunn,320-87-5722,Male,9/29/2021,12:52 AM,Perlis
Chad Flett,276-30-5200,Male,9/30/2021,5:09 AM,Sarawak
Benjamin Shepherd,255-17-5338,Male,3/19/2021,7:29 AM,Selangor
Oliver Hall,108-70-5266,Female,1/22/2021,2:14 AM,Selangor
Josh Greenwood,084-57-2275,Female,5/19/2021,2:16 PM,Kelantan
Bart Ross,211-44-0222,Male,2/24/2021,10:13 AM,Kedah
Ronald Clayton,006-76-8648,Female,12/17/2021,8:04 AM,Pahang
Bart Griffiths,352-25-0410,Male,7/25/2021,10:44 AM,Kelantan
George Bell,281-74-1201,Female,3/30/2021,10:29 AM,Sarawak
Alan Rothwell,873-73-6682,Female,1/14/2021,12:25 AM,Sabah
Barry Drake,882-04-4502,Female,3/17/2021,6:04 PM,Sarawak
Bob Dickson,701-43-5830,Female,2/6/2021,1:41 AM,Johor
Carl Faulkner,007-13-6423,Female,4/25/2021,2:37 AM,Terengganu
Mason Reid,150-22-3163,Female,4/22/2021,8:16 AM,Malacca
Jack Bryson,687-32-8180,Male,4/9/2021,4:52 PM,Pahang
Denny Lloyd,870-25-2663,Female,2/11/2021,7:56 AM,Negeri Sembilan
Doug Baldwin,230-80-7653,Male,6/2/2021,5:04 PM,Negeri Sembilan
Tyson Tennant,661-27-3538,Male,1/10/2021,10:17 PM,Terengganu
Bart Niles,826-17-6647,Male,9/15/2021,8:43 PM,Penang
Barney Reynolds,453-67-0576,Male,3/24/2021,10:04 AM,Penang
Carter Norris,072-72-0605,Male,1/7/2021,6:26 AM,Penang
Matt Warden,014-13-7235,Male,9/4/2021,1:50 AM,Kedah
Anthony Vallory,161-32-2615,Female,2/18/2021,7:39 PM,Perlis
Domenic Wright,803-73-0815,Female,8/17/2021,6:43 AM,Kedah
Logan Parr,044-22-3021,Female,9/4/2021,7:38 PM,Penang
Erick Jarrett,024-70-0158,Female,10/14/2021,6:31 PM,Sabah
Rocco Mackenzie,308-40-5630,Male,5/8/2021,12:23 AM,Kedah
Cedrick Groves,258-65-4101,Male,7/1/2021,12:21 PM,Sarawak
Chris Lynch,763-01-7361,Female,4/20/2021,1:43 AM,Selangor
Clint Yoman,847-72-3740,Female,11/18/2021,10:42 AM,Malacca
Rocco Ellis,861-06-4845,Female,5/12/2021,1:13 PM,Sabah
Rufus Attwood,173-46-6350,Male,7/13/2021,3:44 PM,Selangor
Daniel Parker,344-46-4574,Male,1/31/2021,5:30 PM,Johor
Caleb Clayton,557-27-8584,Female,8/31/2021,8:04 PM,Perlis
Kurt Roscoe,434-38-1772,Male,2/4/2021,3:11 PM,Terengganu
Tyler Sawyer,843-66-1574,Female,6/27/2021,8:52 AM,Selangor
Enoch Mccall,235-11-7417,Male,8/31/2021,12:38 AM,Kedah
Sebastian Vallins,685-58-7422,Male,10/31/2021,7:31 PM,Perak
Gil Jackson,557-03-4332,Male,10/13/2021,10:31 PM,Pahang
Chuck Grey,507-48-7711,Male,9/10/2021,6:38 PM,Sabah
Roger Brock,040-67-2478,Female,3/9/2021,10:32 PM,Sarawak
Logan Ralph,070-36-2218,Female,10/23/2021,5:40 PM,Perlis
Nate Mills,134-05-2570,Male,8/12/2021,10:24 PM,Pahang
Barry Connor,053-17-4017,Male,2/4/2021,1:14 PM,Pahang
Owen Ashley,751-31-4772,Male,8/12/2021,3:53 AM,Perlis
Ryan Mason,264-28-8231,Male,12/1/2021,4:47 AM,Kedah
Alan Ranks,534-02-8542,Female,4/16/2021,3:07 PM,Penang
Logan Todd,006-52-6781,Female,10/27/2021,12:08 AM,Kedah
Phillip Kelly,745-44-6045,Male,5/19/2021,6:32 PM,Malacca
Fred Knight,124-65-8458,Female,7/10/2021,1:03 AM,Selangor
Mike Yang,463-62-1825,Male,10/18/2021,3:45 AM,Kelantan
George Reid,677-63-1764,Male,4/9/2021,12:02 AM,Pahang
Michael Penn,386-80-5282,Female,2/9/2021,1:57 PM,Kedah
Maxwell Randall,134-03-7516,Male,2/21/2021,2:42 AM,Selangor
Chris Kidd,141-64-8730,Male,9/25/2021,4:58 AM,Perak
Matthew Stone,508-10-4742,Female,6/5/2021,8:17 AM,Pahang
Enoch Knight,613-55-0486,Male,10/4/2021,4:29 AM,Johor
Tom Willis,782-51-2576,Male,12/5/2021,12:32 PM,Negeri Sembilan
Lucas Thomson,476-86-2317,Female,5/2/2021,2:01 AM,Perak
Kurt Steer,087-78-6558,Female,2/13/2021,2:39 PM,Kelantan
John Atkinson,815-13-0544,Female,8/31/2021,7:10 PM,Johor
Erick Ryan,761-22-5143,Male,9/25/2021,5:38 AM,Sabah
Doug Khan,384-80-6174,Male,6/11/2021,8:49 AM,Pahang
Russel Chester,178-08-3054,Female,10/28/2021,5:22 PM,Penang
Chuck Newman,732-02-0477,Male,5/17/2021,11:48 AM,Selangor
Roger Harrison,845-56-5454,Male,6/17/2021,2:03 PM,Negeri Sembilan
Owen Yates,664-21-1724,Female,7/22/2021,3:23 PM,Kedah
Tom Graves,358-07-8476,Male,1/11/2021,3:18 AM,Penang
Johnathan Ashley,868-57-3585,Male,11/23/2021,12:17 PM,Negeri Sembilan
Brad Avery,674-40-6040,Male,11/30/2021,12:25 AM,Malacca
Carter Tyrrell,121-68-7650,Male,4/27/2021,8:08 AM,Selangor
Benjamin Partridge,508-45-8247,Female,8/14/2021,9:41 AM,Pahang
Brad Vollans,085-77-2852,Female,11/2/2021,3:17 AM,Perlis
Nick Barrett,166-05-4483,Female,12/8/2021,8:37 AM,Perlis
Chadwick Hilton,527-00-0123,Male,10/19/2021,8:42 PM,Kelantan
Jack Greenwood,738-87-0165,Female,5/27/2021,9:03 PM,Perlis
Mark Benfield,081-47-5848,Male,9/29/2021,8:04 PM,Kedah
Chuck Patel,633-64-2785,Male,6/12/2021,5:23 PM,Sabah
Mark Wilson,685-18-8308,Female,5/19/2021,5:50 PM,Pahang
Roger Thomson,272-72-7416,Female,7/3/2021,5:32 PM,Negeri Sembilan
Chadwick Callan,520-76-5804,Female,3/29/2021,8:20 AM,Johor
Chuck Brooks,227-50-1082,Male,11/14/2021,5:58 AM,Perlis
Clint Drake,132-44-5231,Male,4/28/2021,4:10 AM,Johor
Hayden Shelton,203-41-7613,Female,10/26/2021,2:10 PM,Malacca
Rocco Fisher,074-25-2307,Female,11/9/2021,8:57 PM,Penang
Michael Attwood,774-81-1058,Female,10/18/2021,6:09 PM,Sabah
Daron Latham,408-76-2561,Female,10/23/2021,1:23 AM,Terengganu
Daron Ripley,770-55-6007,Male,3/21/2021,12:07 PM,Penang
Peter Rowe,788-60-7176,Female,6/30/2021,8:10 PM,Terengganu
Michael Edley,335-01-8242,Female,2/26/2021,1:51 AM,Terengganu
Hayden Squire,066-25-5458,Female,5/24/2021,9:41 AM,Selangor
Tom Walsh,403-18-6272,Female,8/20/2021,8:48 PM,Selangor
Mike Reid,266-73-5361,Male,12/29/2021,8:03 AM,Sabah
Hank Clarke,566-27-0747,Female,7/1/2021,1:17 PM,Terengganu
Hayden Murphy,185-63-7046,Female,7/4/2021,12:37 AM,Malacca
Phillip Redwood,214-65-3376,Female,10/7/2021,2:28 AM,Malacca
Fred Wade,148-43-4155,Female,8/19/2021,3:00 AM,Kedah
Boris Weldon,076-23-1371,Female,3/11/2021,11:12 AM,Negeri Sembilan
Carl Donovan,001-05-5784,Male,10/26/2021,5:15 AM,Selangor
Liam Rixon,484-27-6257,Female,8/22/2021,1:10 PM,Sabah
Nick Daniells,623-87-0828,Male,7/14/2021,3:49 PM,Pahang
Oliver Turner,621-37-2750,Female,9/18/2021,1:18 AM,Selangor
Jacob Villiger,710-38-2783,Male,8/24/2021,4:34 AM,Malacca
Gil Baker,707-76-6354,Female,4/14/2021,1:01 AM,Sabah
Ronald Parker,620-41-7576,Female,10/30/2021,6:30 AM,Johor
Russel Dyson,713-55-1015,Male,11/22/2021,5:16 PM,Kelantan
Joseph Parker,764-81-7874,Female,5/16/2021,4:54 PM,Kedah
Harry Matthews,188-28-7342,Male,8/26/2021,8:42 PM,Kedah
Percy Pratt,034-44-2503,Female,3/24/2021,11:38 AM,Perlis
Bob Parr,206-77-7671,Male,4/30/2021,9:43 AM,Johor
Boris Palmer,753-45-3630,Female,5/7/2021,6:39 PM,Kelantan
Eduardo Edler,188-64-4208,Female,5/26/2021,6:18 AM,Sabah
Ronald Ashwell,178-83-2050,Male,3/25/2021,12:50 PM,Perak
Nick Redfern,138-72-3043,Female,11/25/2021,9:45 PM,Sarawak
Chester Roberts,781-84-6564,Male,8/1/2021,12:07 AM,Terengganu
Kieth Forth,642-73-6550,Male,8/21/2021,5:46 PM,Terengganu
Luke Davies,812-36-0675,Male,5/20/2021,7:07 PM,Kelantan
Barney Truscott,328-22-6823,Female,2/8/2021,12:27 AM,Negeri Sembilan
Denis Heaton,362-13-1885,Female,10/9/2021,8:10 AM,Sarawak
Mike Collins,282-50-2275,Male,4/22/2021,3:04 PM,Penang
Doug Plumb,642-26-2252,Female,4/29/2021,10:32 PM,Malacca
Boris Wright,014-01-4360,Female,11/18/2021,9:20 PM,Malacca
Anthony Martin,338-13-7664,Female,7/8/2021,7:10 PM,Johor
Denis Shea,143-26-3201,Female,1/4/2021,11:52 AM,Selangor
Mason Williams,503-51-8101,Female,2/19/2021,12:56 PM,Terengganu
Rufus Bristow,234-32-8432,Female,2/24/2021,1:36 AM,Pahang
David Bishop,037-65-4088,Male,3/16/2021,7:10 PM,Johor
Julius Bayliss,778-82-4343,Female,1/2/2021,2:44 PM,Kelantan
Russel Hobbs,358-06-3614,Male,6/10/2021,8:44 PM,Malacca
Mason Woodcock,521-65-0613,Male,7/13/2021,12:54 AM,Pahang
Harry Little,715-84-0368,Female,6/11/2021,5:14 PM,Negeri Sembilan
Gil Vallins,058-18-5277,Female,11/20/2021,2:45 PM,Perlis
Leroy Reading,380-32-6826,Male,10/16/2021,2:47 PM,Pahang
Chester Rowan,144-66-0104,Male,5/31/2021,6:43 PM,Sarawak
Denny Cameron,120-48-7588,Male,6/28/2021,12:42 PM,Pahang
Danny Harrison,153-66-2770,Male,7/18/2021,10:10 AM,Penang
Benjamin Dwyer,428-68-3120,Female,3/23/2021,4:47 PM,Kelantan
Boris Truscott,888-22-2204,Female,6/9/2021,10:01 AM,Perlis
Johnathan Amstead,062-18-0463,Female,8/25/2021,10:23 PM,Terengganu
Alexander Moss,417-52-1327,Female,9/5/2021,2:08 PM,Pahang
Alexander Denton,137-11-0845,Female,10/9/2021,12:34 PM,Negeri Sembilan
Tony Weasley,588-73-7132,Female,1/1/2021,10:21 PM,Johor
Denny Dubois,138-12-2605,Female,4/4/2021,6:20 PM,Kelantan
Josh Rodwell,356-74-2741,Male,9/30/2021,1:38 AM,Perak
Tyson Pope,686-20-6210,Male,10/23/2021,3:19 AM,Negeri Sembilan
Daniel James,384-81-1866,Male,10/5/2021,12:33 AM,Kedah
Caleb Jones,118-20-5583,Female,8/2/2021,5:21 AM,Pahang
Mark Simmons,260-07-0206,Female,6/8/2021,1:37 PM,Johor
Nicholas Abbot,341-81-2571,Female,11/30/2021,8:16 PM,Sarawak
Chadwick Calderwood,571-14-2166,Male,2/15/2021,8:04 PM,Johor
Julius Quinn,574-12-2363,Female,12/9/2021,12:48 AM,Malacca
Jack Harrington,477-23-8201,Male,10/7/2021,2:57 PM,Kelantan
Erick Nielson,371-05-1572,Male,9/3/2021,4:54 PM,Perlis
Percy Newman,121-24-6537,Male,2/16/2021,1:11 PM,Kedah
Benjamin Eastwood,840-32-8080,Female,8/22/2021,12:45 AM,Selangor
Bart Allcott,364-50-0016,Male,8/12/2021,1:49 AM,Selangor
Michael Emerson,784-87-7353,Male,4/12/2021,12:48 PM,Perak
Tom Irwin,320-17-0788,Male,8/10/2021,1:39 AM,Sabah
Boris Thomson,233-87-6740,Female,12/10/2021,10:44 AM,Kedah
Aiden Aldridge,476-06-8141,Female,9/9/2021,3:15 PM,Penang
Chuck Ashwell,886-82-1058,Male,5/21/2021,3:50 PM,Kedah
Fred Quinton,702-33-3764,Female,6/25/2021,12:10 AM,Kedah
Chester Douglas,252-83-2203,Male,7/16/2021,9:28 AM,Pahang
Hank Gordon,338-65-2556,Male,1/18/2021,9:25 PM,Pahang
Clint Wallace,078-28-4056,Female,1/3/2021,9:14 AM,Pahang
Ron Becker,634-61-3440,Female,7/21/2021,10:26 PM,Malacca
Harry Webster,800-50-7141,Female,3/8/2021,10:32 AM,Kelantan
Michael Carter,564-28-4547,Male,4/21/2021,10:07 AM,Kelantan
Jayden Callan,753-76-8048,Male,7/23/2021,1:16 PM,Perlis
Ryan Dowson,307-60-5003,Female,7/27/2021,1:28 AM,Kelantan
Michael Widdows,816-02-3177,Male,3/30/2021,11:03 AM,Sarawak
Gabriel Young,438-76-5147,Female,10/13/2021,3:42 AM,Selangor
Noah Fall,552-43-2453,Female,3/16/2021,5:15 PM,Johor
Matt Murray,014-66-8633,Male,2/5/2021,3:13 PM,Sarawak
Harry Camden,315-46-0034,Female,6/6/2021,7:50 PM,Malacca
Alexander Kelly,070-30-4000,Male,7/19/2021,8:11 PM,Perak
Johnathan Simpson,766-25-3373,Female,11/18/2021,10:06 AM,Johor
Anthony Palmer,407-43-7285,Male,7/9/2021,10:09 AM,Negeri Sembilan
Owen Lewis,535-66-3630,Female,4/24/2021,6:44 PM,Selangor
Carl Shaw,603-53-0208,Male,5/1/2021,5:47 AM,Kedah
Logan Speed,531-34-6453,Male,9/24/2021,6:03 AM,Perak
Chris Penn,118-36-5058,Male,1/13/2021,3:11 AM,Penang
Joseph Judd,475-74-8186,Male,2/10/2021,5:57 AM,Johor
Lucas Coleman,456-82-6717,Female,1/15/2021,8:37 AM,Johor
Daniel Stanley,138-40-6481,Male,2/20/2021,8:49 PM,Malacca
Chadwick Hall,770-31-7773,Male,6/9/2021,5:30 PM,Kelantan
Nicholas Johnson,538-36-5147,Female,8/1/2021,7:06 PM,Pahang
Julius Bloom,736-77-7812,Female,2/4/2021,3:56 AM,Sabah
Rick Cox,467-85-8783,Male,2/11/2021,4:32 AM,Perak
John Thornton,474-42-0061,Female,9/10/2021,7:53 PM,Penang
Barney Pitt,868-34-4483,Female,6/29/2021,8:26 AM,Negeri Sembilan
Kurt Graves,283-53-4135,Female,10/27/2021,11:05 AM,Sarawak
Nick Clifton,671-66-2844,Female,2/12/2021,12:49 PM,Sarawak
Bryon Rossi,786-17-4673,Male,3/1/2021,5:49 AM,Negeri Sembilan
John Mould,166-71-8282,Female,8/13/2021,12:33 PM,Kelantan
Sebastian Cowan,148-84-0730,Male,10/29/2021,10:17 PM,Kedah
Jack Tutton,054-13-5062,Male,6/10/2021,5:52 PM,Perak
Domenic Baker,237-03-3652,Female,3/4/2021,9:45 AM,Perak
Harvey Davies,653-03-4013,Male,10/7/2021,5:08 PM,Perlis
Mark Carter,042-25-0231,Male,4/18/2021,9:01 AM,Johor
Owen Thornton,723-63-1555,Male,4/7/2021,2:47 AM,Terengganu
Manuel Radcliffe,224-43-3531,Female,6/16/2021,7:27 PM,Malacca
Martin Powell,450-03-7522,Male,4/20/2021,9:17 PM,Kedah
Bart Lewis,407-76-5722,Female,8/6/2021,10:23 AM,Perlis
Chuck Michael,871-72-4181,Male,1/30/2021,5:11 AM,Perak
Danny Pickard,846-52-7348,Male,4/7/2021,3:58 PM,Kedah
Ron Phillips,144-56-7011,Male,5/13/2021,10:18 AM,Johor
Denis Murphy,207-41-3351,Female,2/12/2021,4:55 AM,Kelantan
Leroy Marshall,678-71-5616,Female,5/5/2021,4:06 PM,Johor
Julian Weston,812-22-2323,Female,9/23/2021,9:43 PM,Sabah
Benjamin Wheeler,456-17-7547,Male,7/21/2021,3:32 PM,Pahang
Bryon Tait,215-26-2173,Male,9/11/2021,10:02 AM,Pahang
Hayden Matthews,441-04-8521,Male,5/24/2021,3:57 AM,Malacca
Nathan Sherwood,427-32-1114,Male,12/14/2021,10:09 AM,Sabah
Oliver Sinclair,142-77-2120,Female,10/23/2021,7:37 AM,Penang
Russel Price,663-72-4667,Female,3/21/2021,12:36 PM,Johor
Matt Ulyatt,401-81-6514,Female,9/6/2021,7:58 PM,Perlis
Nathan Russell,235-67-7360,Male,9/14/2021,6:48 AM,Penang
Ethan Fisher,204-56-6865,Female,3/17/2021,12:16 PM,Pahang
Maxwell Stone ,418-62-2151,Male,12/20/2021,1:04 AM,Negeri Sembilan
Lucas Pierce,384-78-0164,Female,12/12/2021,12:53 PM,Penang
Alexander King,422-32-2141,Male,10/19/2021,11:53 AM,Sarawak
Kieth Harper,560-26-2441,Male,7/30/2021,5:22 AM,Perak
Tom Vangness,361-18-5500,Female,3/10/2021,4:10 AM,Kedah
Benjamin Noach,052-22-2414,Male,7/8/2021,8:03 PM,Kelantan
Cedrick Tate,123-65-0001,Male,10/9/2021,9:56 PM,Sarawak
Carl Norris,456-76-4531,Female,5/1/2021,7:29 PM,Perlis
Peter Miller,246-62-8880,Female,4/28/2021,4:54 PM,Sarawak
Russel Notman,023-56-3704,Female,3/12/2021,9:04 PM,Sarawak
Mason Knott,060-80-1515,Male,8/7/2021,6:07 AM,Perlis
Javier Kerr,501-17-4577,Female,1/1/2021,10:38 AM,Perak
Barry Beal,725-52-8658,Male,12/19/2021,8:49 PM,Sarawak
Noah Edwards,615-21-1674,Female,5/21/2021,12:28 PM,Perak
Cedrick Morris,870-27-6757,Female,6/15/2021,10:23 PM,Johor
Ronald Whitmore,465-45-5733,Male,3/13/2021,1:55 PM,Kedah
Josh Wigley,648-52-5640,Female,10/8/2021,10:43 AM,Johor
Matt Boden,402-24-3534,Female,4/14/2021,2:53 PM,Malacca
Roger Gallacher,283-16-3311,Female,5/27/2021,3:20 PM,Negeri Sembilan
Tony Drummond,564-68-5677,Female,1/20/2021,7:10 PM,Malacca
Wade Richardson,267-23-5785,Female,10/31/2021,9:20 PM,Perak
Benjamin Anderson,323-85-0371,Female,2/27/2021,1:30 PM,Kedah
Chuck Calderwood,221-86-4887,Male,4/28/2021,12:18 PM,Kelantan
Luke Seymour,346-08-2027,Male,8/25/2021,2:56 AM,Kelantan
Peter Emmett,327-27-4501,Male,7/12/2021,12:55 PM,Negeri Sembilan
Harvey Rosenbloom,846-84-6433,Female,1/13/2021,7:43 PM,Terengganu
Nick Oldfield,541-07-2150,Female,3/8/2021,3:21 AM,Kedah
Tony Bristow,784-54-7461,Female,8/20/2021,12:50 PM,Selangor
Bryon Locke,367-27-6563,Male,11/10/2021,2:26 PM,Sarawak
Martin Rose,724-20-8654,Female,4/26/2021,2:21 PM,Perlis
Doug Hastings,786-06-5383,Female,2/6/2021,6:56 AM,Penang
Alexander Glass,714-46-2380,Male,4/3/2021,5:17 PM,Johor
Johnny Button,021-08-8733,Female,6/10/2021,5:29 AM,Johor
Gil Emmett,267-00-5045,Female,4/12/2021,7:25 AM,Sabah
Caleb Lee,667-48-8447,Female,3/1/2021,8:03 AM,Terengganu
Joseph Moore,641-55-1880,Female,11/20/2021,12:30 AM,Negeri Sembilan
Michael Grady,701-25-0383,Male,1/11/2021,3:52 PM,Sabah
Harry Lee,612-63-1434,Male,9/29/2021,1:22 AM,Kedah
Ryan Miller,617-64-6735,Male,10/6/2021,7:31 PM,Malacca
Manuel Gosling,732-40-0554,Male,9/3/2021,9:55 AM,Sarawak
