Name,IC Number,Gender,Date,Time,State
Ron Corbett,163-70-0067,Male,6/16/2021,2:28 PM,Terengganu
Carl Scott,527-72-3103,Male,6/5/2021,4:44 PM,Negeri Sembilan
Daniel Lynn,207-46-8675,Male,6/23/2021,2:55 PM,Pahang
Anthony Sherwood,460-05-2186,Male,5/13/2021,10:19 PM,Sarawak
Chad Armstrong,688-21-8507,Female,4/5/2021,6:29 PM,Malacca
Clint Lunt,831-32-1155,Male,4/16/2021,1:45 AM,Pahang
George Ring,870-24-4717,Female,10/25/2021,7:53 PM,Selangor
Russel Todd,178-41-1566,Male,3/10/2021,12:05 AM,Selangor
Nate Patel,784-53-7127,Female,9/14/2021,3:47 AM,Terengganu
Maxwell Drew,055-80-7077,Male,1/5/2021,11:51 AM,Kedah
Russel Young,724-76-2572,Male,5/11/2021,7:35 PM,Malacca
Roger Fulton,036-83-2858,Male,1/13/2021,3:06 AM,Perak
Chris Wilkinson,465-88-6652,Female,4/25/2021,6:51 PM,Negeri Sembilan
Benjamin Plant,372-31-4764,Female,5/26/2021,12:01 AM,Sarawak
Wade Roberts,516-37-3432,Female,8/17/2021,7:33 AM,Negeri Sembilan
Noah Brock,648-65-2267,Male,5/23/2021,1:01 PM,Kedah
Nate Morley,286-66-3764,Female,4/16/2021,6:35 PM,Sarawak
Alan Fisher,312-44-4164,Male,3/28/2021,3:02 AM,Penang
Chad Nurton,380-01-7073,Female,12/8/2021,12:16 PM,Perak
Owen Nielson,830-63-3155,Female,2/27/2021,3:21 AM,Terengganu
Percy Camden,022-47-5656,Male,1/29/2021,1:20 AM,Sarawak
Hayden Seymour,777-21-8538,Female,3/11/2021,5:17 PM,Penang
Nick Milner,750-84-4500,Female,4/1/2021,11:07 AM,Negeri Sembilan
Marvin Harrison,767-28-5420,Female,9/18/2021,4:19 PM,Kedah
Anthony Hill,838-22-5621,Male,12/16/2021,4:42 AM,Pahang
Javier Hall,824-76-1177,Male,5/14/2021,9:58 PM,Negeri Sembilan
Julius Latham,736-01-0345,Female,7/22/2021,9:24 AM,Sarawak
Benjamin Fulton,365-10-0426,Female,9/29/2021,5:46 PM,Pahang
Boris Flett,187-32-0245,Female,9/12/2021,3:55 AM,Kelantan
Josh Lee,827-27-7155,Male,4/19/2021,6:44 PM,Johor
Sebastian Vane,170-30-5257,Male,1/5/2021,10:04 PM,Malacca
Barney Vincent,883-15-2731,Female,2/12/2021,5:53 PM,Pahang
Noah Moore,672-00-8076,Male,9/24/2021,2:14 PM,Perak
Jack Victor,678-14-4221,Female,1/19/2021,2:07 AM,Kedah
Enoch Rogers,423-46-5515,Female,10/30/2021,8:49 AM,Selangor
Abdul Robinson,446-88-8541,Male,1/6/2021,11:41 AM,Sarawak
Phillip Wright,431-60-0262,Male,12/8/2021,4:31 PM,Penang
Bart Bradley,427-71-8371,Female,6/6/2021,10:14 AM,Johor
Denny Casey,780-55-1771,Male,5/25/2021,9:54 AM,Kedah
Kurt Broomfield,124-85-8522,Female,8/29/2021,4:08 PM,Sabah
Phillip Duvall,860-48-8002,Male,10/4/2021,1:45 PM,Malacca
Maxwell Robinson,706-86-2667,Male,5/26/2021,10:22 AM,Malacca
Clint Hall,818-17-0613,Male,7/26/2021,6:35 AM,Kelantan
Denny Brown,433-31-4003,Male,3/9/2021,7:45 PM,Sabah
William Gordon,307-62-1817,Female,4/16/2021,12:42 PM,Johor
Ryan Rivers,803-61-1647,Female,6/19/2021,12:43 PM,Kedah
Elijah Jefferson,508-45-4120,Female,8/23/2021,10:54 AM,Penang
Tony Vernon,807-78-2308,Female,4/20/2021,11:14 AM,Selangor
Oliver Dickson,607-74-6307,Male,4/16/2021,1:40 AM,Kedah
Joseph Skinner,043-02-0886,Male,5/9/2021,12:57 AM,Malacca
Bart Wilson,180-28-6034,Male,6/18/2021,11:46 AM,Negeri Sembilan
Domenic Farrow,128-45-3806,Female,7/27/2021,7:45 AM,Perak
Manuel Cameron,158-65-4341,Male,1/2/2021,1:45 AM,Kedah
Ethan Vince,768-14-6010,Male,4/14/2021,1:50 AM,Kedah
Bob Pearce,485-04-8728,Male,1/13/2021,10:32 PM,Sarawak
Chadwick Ashley,126-12-8008,Male,5/15/2021,7:05 AM,Malacca
Chester Mould,082-73-6602,Female,3/10/2021,7:54 PM,Terengganu
Alexander Bullock,065-03-8164,Female,11/11/2021,10:15 AM,Selangor
Jayden Powell,531-45-8041,Male,12/20/2021,1:49 PM,Perak
Harry Judd,772-86-1336,Male,8/20/2021,11:32 AM,Selangor
Chester Gilbert,228-77-1083,Male,7/13/2021,7:29 PM,Kedah
Logan Barrett,433-63-4802,Female,9/6/2021,9:05 AM,Negeri Sembilan
Tyson Patel,230-75-6750,Female,5/2/2021,12:06 PM,Kedah
Matt Baxter,177-23-1833,Female,9/10/2021,5:53 AM,Kelantan
Ethan Ellison,123-70-6678,Male,5/2/2021,5:35 AM,Selangor
Cedrick Moss,575-34-4721,Female,11/20/2021,11:23 AM,Selangor
Ethan Khan,353-68-1482,Female,4/26/2021,4:25 PM,Terengganu
Anthony Radley,684-53-1861,Male,1/15/2021,6:39 AM,Sabah
Sebastian Vince,885-40-3178,Male,3/31/2021,9:10 PM,Kedah
Harry Plant,072-55-3136,Male,10/26/2021,8:01 PM,Selangor
Harvey Downing,217-46-4434,Male,5/13/2021,6:57 AM,Negeri Sembilan
Noah Gray,153-46-7601,Male,4/2/2021,11:04 AM,Perak
Julius Wren,204-00-0650,Male,10/1/2021,8:57 AM,Sabah
Enoch Middleton,361-77-8477,Female,3/11/2021,10:25 PM,Pahang
Matt Allcott,044-76-7110,Female,2/21/2021,7:12 AM,Pahang
Sebastian Potter,115-62-1834,Female,11/14/2021,2:58 PM,Kedah
Mark Harrison,750-25-8152,Female,9/28/2021,9:11 PM,Terengganu
Brad Hunter,562-17-6162,Female,12/5/2021,11:21 AM,Malacca
Harvey Dubois,271-81-2867,Male,6/21/2021,5:10 PM,Pahang
Anthony Hilton,827-75-4537,Male,7/1/2021,3:09 AM,Perak
Hank Lindsay,334-80-1661,Female,11/23/2021,7:09 AM,Sabah
Nate Edler,888-50-8850,Female,11/26/2021,8:54 AM,Kedah
Cedrick Stevens,575-50-8378,Male,8/3/2021,11:18 AM,Perak
Mike Dowson,188-00-6582,Female,5/25/2021,8:00 AM,Selangor
Logan Calderwood,082-80-0475,Male,3/17/2021,2:30 PM,Terengganu
Enoch Rowe,601-32-1112,Female,2/11/2021,3:07 PM,Johor
Henry Drake,541-38-7364,Male,11/23/2021,2:33 AM,Pahang
Nate Dale,240-82-2883,Male,6/27/2021,12:01 AM,Perlis
Denis Jones,781-32-8045,Male,9/30/2021,2:26 AM,Perlis
Jack Locke,013-11-1314,Female,8/24/2021,8:29 PM,Kelantan
Harvey Richards,766-83-6385,Female,9/9/2021,6:16 PM,Kedah
Danny Richards,060-28-8428,Female,3/22/2021,3:08 PM,Sabah
Tom Booth,888-07-6601,Female,8/10/2021,2:43 PM,Perlis
Cedrick Barclay,584-70-3311,Female,5/10/2021,3:08 AM,Pahang
Denis Silva,665-44-4403,Female,7/26/2021,11:17 AM,Pahang
Daron Dixon,052-36-6045,Female,8/30/2021,7:17 PM,Penang
Josh Gilmour,607-65-6857,Female,11/9/2021,8:08 AM,Kelantan
Luke Andersson,788-80-4658,Female,6/8/2021,10:39 AM,Kelantan
Ethan Dempsey,607-42-1041,Female,1/9/2021,8:41 PM,Malacca
Wade Taylor,713-13-3584,Female,11/28/2021,2:28 AM,Perak
Owen Allen,723-82-3358,Male,9/6/2021,8:23 AM,Johor
Domenic Cadman,611-27-8272,Female,12/18/2021,12:09 AM,Perak
Jayden Thorpe,422-27-1060,Male,6/20/2021,6:42 AM,Johor
Barney Veale,646-38-7832,Female,11/3/2021,8:55 PM,Negeri Sembilan
Jayden Lloyd,184-33-7763,Male,7/2/2021,11:54 AM,Terengganu
Henry Keys,715-12-8136,Male,9/29/2021,5:01 AM,Penang
Roger Lewin,783-87-3230,Female,6/16/2021,8:11 PM,Sarawak
Julian Wigley,636-37-1127,Male,4/8/2021,6:12 AM,Terengganu
Alexander Nurton,622-58-2637,Male,2/17/2021,1:31 PM,Pahang
Javier Gregory,161-20-2458,Female,4/13/2021,10:46 AM,Negeri Sembilan
Nate Morgan,081-52-8766,Male,6/5/2021,2:21 AM,Johor
John Yates,767-40-1316,Male,3/22/2021,1:35 AM,Terengganu
Fred Simpson,227-12-2433,Male,12/26/2021,6:08 AM,Sabah
Jacob Andrews,821-77-4606,Female,7/29/2021,10:15 PM,Terengganu
Cedrick Holmes,222-68-7664,Male,9/14/2021,2:20 PM,Selangor
Abdul Quinn,653-43-6527,Male,10/11/2021,10:06 PM,Sabah
Henry Emmott,267-14-1438,Female,2/20/2021,6:14 PM,Penang
Matt Edmonds,508-74-7062,Female,2/2/2021,12:16 PM,Perlis
Javier Wilkinson,815-33-8117,Male,7/11/2021,9:20 PM,Sabah
Luke Adler,660-33-2728,Female,7/24/2021,6:30 AM,Kelantan
Hayden Buckley,325-51-6158,Female,4/13/2021,1:53 PM,Penang
Jacob Wild,748-12-0757,Female,6/18/2021,11:47 AM,Perak
Ron Shields,082-01-3465,Female,2/20/2021,1:25 PM,Selangor
Nathan Strong,087-11-8000,Male,2/27/2021,3:06 PM,Kelantan
John Wilkinson,152-04-6573,Male,11/24/2021,10:52 AM,Selangor
Chris Ross,438-74-6282,Female,12/19/2021,11:09 AM,Perlis
Nick Ianson,642-33-8512,Male,4/24/2021,7:15 AM,Kelantan
Mark Adams,048-16-0686,Female,2/20/2021,4:21 PM,Sarawak
Fred Knight,065-25-1017,Male,2/19/2021,7:14 AM,Pahang
Cedrick Victor,461-68-7258,Female,5/4/2021,6:50 AM,Johor
Harry Waterhouse,750-71-1831,Male,11/20/2021,11:32 AM,Selangor
Abdul Addison,877-50-5203,Male,1/10/2021,3:54 AM,Johor
Lucas Kelly,744-67-3572,Female,7/1/2021,4:15 AM,Penang
Logan Morley,687-40-8825,Female,9/4/2021,7:48 AM,Pahang
Ron Hale,004-40-7385,Female,2/12/2021,1:14 PM,Perlis
Boris Ripley,667-40-5273,Male,4/13/2021,7:03 AM,Perak
Peter Stone ,805-43-1765,Male,10/31/2021,4:58 PM,Negeri Sembilan
Marvin Drummond,277-87-3521,Male,4/10/2021,6:55 AM,Penang
Lucas Forth,734-82-2550,Female,1/11/2021,4:36 PM,Malacca
Leroy Mccormick,365-66-5540,Female,8/18/2021,8:56 AM,Malacca
Gabriel Sherry,172-87-0342,Female,9/15/2021,8:15 PM,Perak
Tom Swift,043-52-2635,Male,9/21/2021,7:45 AM,Sarawak
Barry Waterson,638-53-8746,Male,5/31/2021,7:19 PM,Kelantan
Ron Bennett,608-86-1654,Female,1/10/2021,10:00 AM,Perlis
Anthony Coll,802-13-1543,Male,12/14/2021,9:39 PM,Sarawak
Roger Dixon,113-31-7232,Male,4/15/2021,3:44 PM,Selangor
Chester Wright,050-15-2742,Male,8/13/2021,9:48 PM,Malacca
Nate Dowson,025-73-2228,Female,10/8/2021,7:09 AM,Perlis
Jack Abbot,066-74-8168,Female,8/19/2021,9:21 AM,Kelantan
Peter Morrow,367-80-5355,Female,10/28/2021,10:58 PM,Sabah
Maxwell Payne,831-17-1187,Female,8/6/2021,6:52 PM,Pahang
Abdul Jordan,247-86-7733,Male,8/14/2021,4:49 PM,Perlis
Barry Powell,712-86-4310,Male,12/5/2021,7:12 AM,Perak
John Young,308-67-1610,Female,1/9/2021,1:56 PM,Terengganu
Tyson Taylor,276-73-6435,Male,1/1/2021,5:16 AM,Pahang
Fred Wren,048-78-2562,Male,1/20/2021,6:48 AM,Sarawak
Sebastian Collingwood,370-52-8126,Female,12/13/2021,6:57 PM,Penang
Josh Fleming,318-08-2684,Male,12/10/2021,8:15 PM,Negeri Sembilan
Domenic Hammond,580-10-8047,Female,1/2/2021,1:29 AM,Sabah
Tyson Fields,140-27-5586,Female,1/24/2021,7:56 PM,Terengganu
Abdul Thomas,568-11-4076,Female,9/7/2021,2:53 AM,Johor
Bryon Hancock,188-78-2224,Female,4/27/2021,1:06 AM,Perlis
Martin Campbell,843-41-3860,Female,1/14/2021,10:15 PM,Kedah
Julian Andrews,173-21-6407,Female,3/20/2021,12:19 PM,Negeri Sembilan
Jacob Woodcock,472-20-1007,Female,11/21/2021,12:13 AM,Malacca
Jacob Thompson,207-63-2238,Female,4/11/2021,1:03 AM,Perlis
Nick Brock,822-78-4640,Female,4/24/2021,10:30 AM,Sabah
Mike Olivier,875-44-0681,Female,12/24/2021,11:54 AM,Pahang
Oliver Mould,768-32-3154,Female,10/5/2021,4:14 PM,Sabah
Tom Uttridge,872-08-8085,Male,1/27/2021,2:11 PM,Malacca
Oliver Ellis,541-24-2376,Male,5/15/2021,2:16 PM,Johor
Marvin Davies,806-45-8200,Female,10/24/2021,2:50 AM,Penang
Harry Mason,846-44-1108,Male,3/7/2021,12:42 PM,Kedah
Henry Bailey,544-28-5443,Female,9/20/2021,10:58 PM,Kedah
Carl Hardwick,155-75-5751,Male,5/21/2021,3:11 AM,Terengganu
Julius Vaughan,484-81-5846,Female,7/26/2021,9:26 PM,Pahang
Owen Jarrett,212-08-6577,Female,3/14/2021,3:55 AM,Malacca
Doug Upton,387-57-7126,Male,7/26/2021,2:53 AM,Johor
Bryon Sherwood,813-40-7264,Female,1/10/2021,11:26 AM,Johor
Luke Baker,035-30-3600,Female,1/20/2021,10:03 AM,Sabah
Daniel Osmond,224-35-3554,Female,12/19/2021,4:07 PM,Perlis
Russel Vallory,458-05-3403,Male,1/5/2021,2:01 AM,Negeri Sembilan
Javier Mcleod,520-61-5068,Female,6/25/2021,1:19 PM,Negeri Sembilan
Carl Radley,048-38-0550,Male,6/1/2021,8:19 PM,Perak
Peter Russel,484-03-0346,Male,1/17/2021,2:17 AM,Terengganu
Chadwick Allington,780-14-8368,Male,3/7/2021,9:22 AM,Negeri Sembilan
Daron Carpenter,323-23-3560,Male,5/6/2021,10:51 AM,Sabah
Tom Hooper,677-35-8168,Male,5/17/2021,3:53 PM,Perlis
Alexander Ward,837-48-8584,Male,12/18/2021,11:52 AM,Perlis
Nathan Richardson,158-02-1368,Female,7/28/2021,12:49 AM,Sabah
Oliver Dixon,373-66-6010,Male,2/14/2021,7:28 PM,Sabah
Maxwell Nicholls,403-23-8140,Male,6/16/2021,12:20 PM,Sabah
Mark Olson,834-50-8413,Female,3/21/2021,12:27 AM,Negeri Sembilan
Carter Hunter,825-65-0021,Female,4/3/2021,9:33 PM,Sarawak
Mason Hunt,602-36-7848,Female,9/30/2021,6:58 PM,Terengganu
Luke Rowe,288-48-2207,Female,9/2/2021,9:17 AM,Johor
Javier Gunn,264-46-5315,Female,4/12/2021,6:50 AM,Malacca
Julius Gaynor,020-04-6836,Female,7/31/2021,10:58 AM,Pahang
Alexander Jefferson,213-08-7113,Male,8/1/2021,9:24 AM,Malacca
Peter Graham,716-03-4777,Female,12/26/2021,3:05 PM,Sarawak
Mike Craig,258-67-6705,Male,9/24/2021,4:00 PM,Sabah
Nate Henderson,535-56-4262,Male,1/15/2021,4:13 PM,Terengganu
Kieth Whinter,252-44-2080,Female,7/10/2021,9:08 AM,Perlis
Aiden Palmer,226-64-7407,Male,8/15/2021,7:07 AM,Kelantan
Wade Stewart,264-26-8220,Female,7/12/2021,1:48 PM,Malacca
George Simpson,288-02-4300,Female,11/27/2021,3:24 AM,Malacca
Jayden Graham,650-70-1462,Female,11/14/2021,2:10 PM,Selangor
Denis Graves,065-28-0733,Female,6/23/2021,6:13 PM,Negeri Sembilan
Anthony Whittle,640-56-0552,Male,7/1/2021,10:37 AM,Negeri Sembilan
Benny Penn,813-34-3478,Male,3/18/2021,1:36 PM,Kedah
Sebastian Wilcox,168-77-8435,Female,1/25/2021,2:11 PM,Sabah
Chester Stone,222-44-2670,Male,3/7/2021,9:33 AM,Negeri Sembilan
Ronald Partridge,371-40-5883,Male,4/9/2021,3:16 PM,Kedah
Mike Thomas,538-03-0625,Male,5/1/2021,3:03 AM,Terengganu
Boris Sawyer,578-24-7062,Male,9/10/2021,5:24 AM,Penang
Hank Heaton,748-87-8841,Female,12/29/2021,10:50 PM,Sarawak
Johnathan Owen,315-82-1085,Female,3/1/2021,10:16 PM,Perlis
Marvin Logan,056-14-6625,Female,5/10/2021,6:00 AM,Terengganu
Hayden Wellington,507-42-1305,Male,3/25/2021,9:45 PM,Kelantan
Nicholas Scott,087-08-3852,Male,3/13/2021,7:38 PM,Selangor
Domenic Page ,851-88-1632,Male,5/2/2021,12:26 AM,Sarawak
Jacob Watt,280-26-7001,Female,10/30/2021,3:07 PM,Kedah
Elijah Dyson,047-64-8471,Female,10/5/2021,2:38 AM,Negeri Sembilan
Matthew Whittle,114-55-3632,Male,8/11/2021,3:32 AM,Penang
Benny Tennant,860-84-3654,Female,11/3/2021,8:05 AM,Perlis
Fred Robertson,861-77-4080,Female,7/24/2021,9:43 AM,Penang
Gabriel Bowen,726-60-2174,Male,3/25/2021,9:02 PM,Johor
Oliver Trent,302-28-6883,Female,7/12/2021,8:07 AM,Kedah
Doug Uttley,532-32-1346,Female,2/21/2021,11:26 AM,Selangor
Hank Hood,176-18-8548,Male,9/30/2021,9:54 PM,Malacca
Logan Andrews,503-26-5176,Female,7/19/2021,2:10 PM,Perak
Joseph Howard,673-74-6444,Female,2/7/2021,7:53 AM,Perak
Lucas Greenwood,281-73-2826,Male,3/23/2021,10:28 PM,Kelantan
Ron Yoman,133-16-0722,Male,12/19/2021,4:54 AM,Johor
George Willson,617-60-5523,Female,5/16/2021,5:40 PM,Terengganu
David Mitchell,422-41-3275,Male,7/2/2021,12:23 PM,Sarawak
Leroy Vallins,785-58-3232,Female,3/21/2021,2:17 PM,Pahang
Domenic Addison,707-51-6312,Female,10/4/2021,3:50 PM,Malacca
Carter Gray,342-67-0380,Female,3/23/2021,4:01 PM,Sabah
Tom Willson,844-52-5583,Female,4/24/2021,1:54 PM,Negeri Sembilan
Matt Torres,114-84-5487,Female,3/13/2021,6:05 PM,Negeri Sembilan
Enoch Asher,588-33-4210,Female,2/10/2021,9:35 PM,Kedah
Percy Rust,531-40-1467,Male,3/2/2021,2:35 PM,Pahang
Chester May,680-01-5584,Female,6/2/2021,6:52 PM,Malacca
Joseph Jones,268-66-2020,Female,11/16/2021,12:26 AM,Malacca
Josh Kerr,376-53-4676,Female,10/13/2021,3:20 AM,Negeri Sembilan
Benny Varley,434-66-1064,Female,11/28/2021,4:07 AM,Selangor
Nathan Connell,260-47-3270,Female,1/9/2021,4:50 AM,Perlis
Johnathan Hardwick,237-48-4382,Female,8/29/2021,10:09 AM,Johor
Abdul Mould,307-42-0382,Female,7/11/2021,5:01 AM,Malacca
Hayden Sawyer,723-11-5766,Male,6/10/2021,10:58 PM,Negeri Sembilan
Ronald Brock,831-46-1321,Male,12/2/2021,12:23 PM,Sabah
Oliver Graves,500-62-1020,Male,6/20/2021,5:38 AM,Sabah
Lucas Williams,454-01-3445,Female,12/19/2021,1:43 AM,Sarawak
Jacob Vallins,104-08-5826,Female,12/14/2021,1:43 PM,Perlis
Bob Bell,344-42-5418,Female,6/17/2021,1:57 AM,Terengganu
Bob Eastwood,780-10-3748,Male,5/3/2021,9:33 PM,Sarawak
Nathan Carter,754-11-5846,Female,10/27/2021,11:16 AM,Terengganu
Johnathan Knight,851-12-6013,Female,11/14/2021,12:00 PM,Perak
Tom Parker,144-75-0042,Female,10/11/2021,8:58 AM,Terengganu
Noah Penn,328-74-5082,Female,6/24/2021,1:20 PM,Selangor
Carter Turner,100-45-0310,Male,11/26/2021,12:57 PM,Sarawak
Kieth Payne,002-86-1765,Female,2/27/2021,7:23 PM,Perak
Johnathan Moore,245-60-7703,Male,3/12/2021,6:30 PM,Negeri Sembilan
Michael Martin,366-07-5065,Male,12/24/2021,4:13 PM,Pahang
Ronald Bailey,258-05-1007,Female,8/8/2021,6:38 PM,Perak
Joseph Isaac,731-54-2502,Female,7/19/2021,6:00 PM,Kelantan
William Noon,613-12-8785,Female,2/19/2021,5:25 PM,Sarawak
Chris Robe,560-56-6505,Female,10/1/2021,7:27 PM,Sarawak
Kurt Varndell,683-22-5805,Male,8/3/2021,7:31 AM,Kelantan
Javier Norris,833-45-3888,Male,7/9/2021,2:19 PM,Penang
Danny Dann,071-10-8748,Female,3/10/2021,12:44 AM,Kedah
Kieth Carpenter,510-77-2561,Male,1/14/2021,5:21 AM,Penang
Bart Antcliff,022-04-0255,Male,11/24/2021,2:18 AM,Terengganu
John Hooper,651-14-8873,Female,10/9/2021,4:46 PM,Terengganu
John Cox,511-68-3810,Male,10/27/2021,4:53 AM,Kelantan
Domenic Tyler,171-61-7734,Male,4/30/2021,12:25 AM,Negeri Sembilan
William Bristow,368-11-2147,Female,4/17/2021,12:56 AM,Sabah
Tyler Stone,424-66-1214,Female,6/5/2021,4:35 AM,Selangor
Ron Pond,560-14-6804,Male,1/4/2021,10:23 AM,Perlis
Liam Chappell,357-40-5373,Male,1/26/2021,10:38 AM,Sabah
Johnny Redwood,083-32-0561,Female,5/9/2021,3:35 AM,Perlis
Logan Smith,178-58-8786,Female,9/2/2021,10:07 AM,Kelantan
Julian Dwyer,116-55-5420,Female,5/19/2021,10:46 AM,Sarawak
Alexander Heaton,436-21-7364,Male,7/8/2021,5:00 AM,Negeri Sembilan
Nate Knight,632-72-4683,Female,7/11/2021,12:20 AM,Johor
Carl Purvis,517-78-8326,Female,10/2/2021,9:25 AM,Kelantan
Rick Alexander,108-85-2815,Female,6/27/2021,9:54 AM,Malacca
Chadwick Harris,556-33-7658,Male,6/22/2021,8:54 PM,Selangor
Nick Mcguire,182-27-5784,Male,10/5/2021,5:32 AM,Perlis
Ethan Amstead,640-62-5040,Female,12/21/2021,11:08 AM,Penang
Hayden Barclay,376-27-8553,Female,3/4/2021,5:32 AM,Penang
Mike Goodman,457-33-0763,Male,3/17/2021,6:26 AM,Negeri Sembilan
Luke Umney,507-51-0125,Male,3/24/2021,9:53 PM,Malacca
Abdul Strong,828-85-0681,Male,3/30/2021,10:44 PM,Perak
Fred Thompson,778-25-3434,Female,12/7/2021,7:37 PM,Pahang
Nick Dyson,488-66-0581,Male,10/22/2021,10:43 PM,Perlis
Ethan Speed,582-64-1611,Female,12/28/2021,10:31 PM,Malacca
Liam Ellwood,371-54-4378,Male,5/2/2021,3:58 PM,Pahang
Daniel Ellis,047-72-6481,Male,5/13/2021,4:07 AM,Terengganu
Johnny Wigley,125-83-4024,Male,6/9/2021,7:47 AM,Pahang
Anthony Norris,618-85-6747,Female,3/30/2021,3:48 AM,Selangor
Russel Lane,558-34-7572,Male,11/7/2021,3:58 PM,Selangor
Javier Abbot,641-31-4218,Male,6/27/2021,12:37 AM,Perlis
Maxwell Irving,423-10-2047,Female,7/6/2021,4:57 PM,Kelantan
Bryon Reese,353-72-3453,Female,12/22/2021,6:09 PM,Perlis
Mark Sylvester,118-13-1425,Female,6/2/2021,12:20 AM,Perak
Michael Harper,434-25-7887,Male,3/23/2021,8:39 AM,Perlis
Anthony Pratt,685-13-8477,Female,4/11/2021,10:51 AM,Johor
Logan Villiger,741-77-8256,Male,7/23/2021,10:12 PM,Terengganu
Luke Armstrong,088-21-4487,Female,12/29/2021,8:17 AM,Selangor
Leroy Fall,136-13-8445,Female,7/13/2021,5:31 AM,Sabah
Fred Stevens,765-24-8858,Female,10/14/2021,5:07 AM,Kelantan
Barney Knight,164-16-0716,Male,8/2/2021,3:55 AM,Penang
Nick Thomson,666-02-8003,Female,10/8/2021,2:01 AM,Kelantan
Maxwell Flanders,181-54-5701,Female,9/5/2021,4:10 PM,Negeri Sembilan
Julian Lewis,307-82-4508,Female,2/2/2021,12:23 PM,Sarawak
Barry Tait,170-84-2837,Male,10/28/2021,8:40 AM,Sabah
Barry Jacobs,205-32-7217,Male,9/9/2021,4:55 PM,Sarawak
Ron Stevens,052-78-7816,Male,4/24/2021,11:37 AM,Sabah
Ron Norman,051-82-5556,Male,11/6/2021,7:32 AM,Sabah
Domenic Chadwick,033-41-2422,Male,9/11/2021,3:49 AM,Pahang
Nicholas Knight,874-45-6310,Female,6/29/2021,5:26 PM,Sarawak
Barney Long,301-47-2316,Female,11/2/2021,9:03 PM,Perlis
Marvin Brett,251-62-0633,Female,10/26/2021,7:54 AM,Negeri Sembilan
Carter Simpson,315-15-7573,Male,10/5/2021,9:47 PM,Johor
Owen Tindall,200-74-4751,Female,3/2/2021,12:30 PM,Terengganu
Percy Andersson,820-25-3230,Male,3/15/2021,2:20 PM,Penang
Rocco Farrant,255-62-2832,Male,2/6/2021,10:35 PM,Pahang
Ryan Collis,058-88-7381,Female,10/12/2021,10:30 AM,Johor
Daron Wilkinson,730-67-6266,Male,3/3/2021,2:47 PM,Johor
Bob Gordon,132-28-5140,Male,2/12/2021,7:10 PM,Negeri Sembilan
Hank Plant,315-02-4576,Female,7/26/2021,5:30 PM,Malacca
William Crawford,570-86-0765,Male,5/29/2021,4:11 PM,Johor
Logan Spencer,354-47-4005,Male,12/3/2021,12:03 PM,Selangor
Abdul Russell,041-31-8802,Female,1/28/2021,11:27 AM,Johor
Mike Button,824-11-8711,Male,8/13/2021,8:05 AM,Kelantan
Javier Raven,377-64-4005,Female,12/12/2021,3:12 PM,Perak
Gil Callan,114-58-0113,Male,12/27/2021,2:30 PM,Penang
Enoch Kirby,426-72-1867,Male,6/20/2021,8:03 AM,Kedah
Anthony Dobson,148-36-4606,Female,8/3/2021,6:46 PM,Penang
Chester Wood,454-45-4724,Male,1/8/2021,4:29 PM,Sabah
John Trent,137-72-4652,Female,7/25/2021,10:48 AM,Pahang
Hayden Ellis,225-46-3002,Female,4/5/2021,2:41 PM,Sabah
Gil Davies,104-05-5826,Male,7/25/2021,7:21 AM,Terengganu
Julius Allen,872-87-3671,Male,1/28/2021,2:25 AM,Terengganu
Javier Samuel,566-47-3023,Female,11/6/2021,3:06 AM,Pahang
Barry Rixon,454-56-7818,Female,5/20/2021,1:26 PM,Johor
Benjamin Stuart,602-38-7782,Male,7/18/2021,4:50 AM,Kedah
Roger Lyon,324-74-8245,Female,3/10/2021,6:11 AM,Perak
Percy Crawley,517-53-2835,Female,7/8/2021,5:32 PM,Kedah
Owen Drew,633-33-2585,Male,6/7/2021,2:16 PM,Selangor
Bryon Armstrong,086-06-3845,Female,2/20/2021,11:12 AM,Negeri Sembilan
Bryon Dillon,840-54-5512,Male,4/14/2021,3:18 PM,Johor
Ron Poole,012-40-7310,Male,9/7/2021,1:28 PM,Malacca
Mark Ranks,367-15-2278,Female,1/24/2021,6:03 PM,Sabah
Alan Howard,135-25-4807,Male,1/14/2021,10:20 AM,Malacca
Bart Jones,165-36-1173,Male,2/27/2021,5:49 AM,Penang
Denny Shields,070-28-2836,Female,2/24/2021,10:57 PM,Negeri Sembilan
Mike Plumb,357-25-4014,Male,9/24/2021,1:03 PM,Perlis
Leroy Long,680-77-0727,Male,7/2/2021,3:57 AM,Penang
Josh Silva,133-48-8638,Female,5/15/2021,8:26 PM,Kedah
Sebastian Jefferson,542-12-3540,Female,3/13/2021,1:22 PM,Perak
Bart Clayton,871-04-0524,Female,5/5/2021,4:21 AM,Kelantan
Marvin Strong,771-15-1020,Female,4/8/2021,2:05 AM,Negeri Sembilan
Kieth Mcnally,477-60-0530,Female,7/24/2021,10:51 PM,Penang
Caleb Robe,440-42-7202,Female,3/10/2021,7:25 AM,Penang
Luke Lane,066-20-5512,Female,7/5/2021,5:16 PM,Penang
Bryon Holt,633-61-7053,Female,9/29/2021,8:09 AM,Malacca
Boris Wilkinson,086-65-1541,Female,12/16/2021,7:31 AM,Kedah
Logan Owen,746-30-6531,Male,12/8/2021,3:04 PM,Negeri Sembilan
